month,year,data_status,alcoholic_beer_total_proxy_kl,regular_beer_excluding_low_calorie_proxy_kl,low_calorie_light_beer_proxy_kl,nonalcoholic_beer_proxy_kl,nonalcoholic_beer_market_value_proxy_million_krw,cass_fresh_proxy_kl,cass_light_proxy_kl,cass_0_0_or_all_zero_proxy_kl,alcoholic_total_annual_anchor_kl,low_calorie_share_assumption,cass_fresh_share_assumption,cass_light_share_assumption,cass_zero_share_of_na_assumption,monthly_weight_total_beer,monthly_weight_low_calorie,monthly_weight_nonalc,hs2203_import_kg_actual,hs2203_export_kg_actual,google_trends_beer,google_trends_imported_beer,google_trends_nonalc_beer,google_trends_cass_beer,google_trends_cass_light,google_trends_cass_zero_terms,generation_formula_note,seoul_avg_temp_c,seoul_avg_max_temp_c,seoul_precipitation_mm,seoul_hot_days_30c,seoul_rain_days,days_in_month,weekend_days,public_holiday_count_kr_approx,is_summer_peak_jun_aug,is_kbo_regular_season,weather__year,month_num,quarter,weather__days_in_month,month_sin_annual,month_cos_annual,is_winter_dec_feb,is_spring_mar_may,is_summer_jun_aug,is_autumn_sep_nov,is_summer_peak_jul_aug,is_year_end_nov_dec,is_school_vacation_approx_jan_feb_jul_aug,weather__seoul_avg_temp_c,weather__seoul_avg_max_temp_c,seoul_avg_min_temp_c,seoul_month_max_temp_c,seoul_month_min_temp_c,seoul_avg_apparent_temp_c,seoul_avg_max_apparent_temp_c,seoul_avg_min_apparent_temp_c,seoul_month_max_apparent_temp_c,weather__seoul_precipitation_mm,seoul_rain_mm,seoul_snowfall_cm,seoul_precipitation_hours,seoul_wet_days_0_1mm,seoul_rain_days_1mm,seoul_heavy_rain_days_30mm,seoul_very_heavy_rain_days_80mm,seoul_dry_days_lt1mm,weather__seoul_hot_days_30c,seoul_heatwave_warning_days_33c,seoul_tropical_nights_25c,seoul_freezing_days_min_lt0c,seoul_ice_days_max_lt0c,seoul_cold_wave_days_min_le_minus12c,seoul_apparent_heat_days_32c,seoul_cooling_degree_days_18c,seoul_heating_degree_days_18c,seoul_cooling_degree_days_26c,seoul_wind_speed_mean_kmh_daily,seoul_wind_speed_max_kmh_daily,seoul_wind_gust_max_kmh,seoul_shortwave_radiation_mj_m2_sum,seoul_shortwave_radiation_mj_m2_daily_mean,seoul_daylight_hours_sum,seoul_sunshine_hours_sum,seoul_relative_humidity_mean_pct,seoul_relative_humidity_min_pct,seoul_relative_humidity_max_pct,seoul_hourly_temp_p95_c,seoul_hourly_apparent_temp_p95_c,seoul_hourly_wind_speed_mean_kmh,seoul_hourly_wind_speed_p95_kmh,seoul_air_no2_ppm,seoul_air_o3_ppm,seoul_air_co_ppm,seoul_air_so2_ppm,seoul_pm10_ug_m3,seoul_pm25_ug_m3,seoul_pm10_month_avg_bad_flag_gt80,seoul_pm25_month_avg_bad_flag_gt35,air_quality_station_nm,air_quality_missing_flag,data_source_weather,data_source_air_quality,events__year,events__days_in_month,events__weekend_days,public_holiday_count_kr,public_holiday_weekday_count_kr,nonworking_days_weekend_or_holiday,longest_consecutive_nonwork_days,long_weekend_3plus_days_in_month,holiday_names_kr,events__is_summer_peak_jun_aug,is_vacation_peak_jul_aug,kbo_regular_games,kbo_regular_game_days,events__is_kbo_regular_season,kbo_postseason_games,kbo_postseason_game_days,is_kbo_postseason,sports_major_event_days,is_sports_major_event_month,olympics_days,fifa_world_cup_days,asian_games_days,sports_major_event_names,regional_festival_count_planned,regional_festival_days_est,regional_festival_offline_or_hybrid_count,regional_festival_offline_or_hybrid_days_est,regional_festival_vague_date_count,beer_festival_count_keyword,beer_festival_days_est_keyword,beer_festival_offline_or_hybrid_count_keyword,events_data_source_note,news_beer_general_count,news_cass_ob_count,news_nonalc_count,news_weather_demand_count,news_festival_beer_count,news_regulation_health_price_count,news_beer_general_positive_keyword_count,news_beer_general_negative_keyword_count,news_cass_ob_positive_keyword_count,news_cass_ob_negative_keyword_count,news_nonalc_positive_keyword_count,news_nonalc_negative_keyword_count,news_weather_demand_positive_keyword_count,news_weather_demand_negative_keyword_count,news_festival_beer_positive_keyword_count,news_festival_beer_negative_keyword_count,news_regulation_health_price_positive_keyword_count,news_regulation_health_price_negative_keyword_count,news_health_trend_title_count,news_price_regulation_title_count,news_weather_title_count,news_event_title_count,news_total_index,news_sentiment_balance_proxy,news_data_source_note,korea_cpi_generated_index_2020_01_100,korea_cpi_generated_yoy_pct,korea_annual_cpi_inflation_anchor_pct,imported_beer_unit_value_usd_per_kg,imported_beer_unit_value_yoy_pct,google_trends_inflation_m物가,google_trends_dining_price,google_trends_beer_price,google_trends_alcohol_price,google_trends_consumer_sentiment,price_pressure_search_index,ob_major_price_increase_event_dummy,months_since_ob_price_event_cap6,economic_price_data_source_note
2020-11,2020,official_annual_disaggregated,139650.3,132767.8,6882.5,630.6,2522.5,57256.6,6882.5,126.1,1735600.0,0.024,0.41,0.024,0.2,0.080462,0.165228,0.09009,20215568.47,10764054.02,65.0,1.0,1.0,66.0,18.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,6.24,11.1,66.1,0,9,30,9,0,0,0,2020,11,4,30,-0.5,0.866,0,0,0,1,0,1,0,6.2367,11.0967,1.72,19.1,-5.3,3.0367,7.8267,-1.72,19.0,66.1,66.1,0.0,72.0,9,6,1,0,24,0,0,0,12,0,0,0,0.0,352.9,0.0,9.8067,32.3,73.8,279.78,9.326,304.8136,219.1748,69.6042,20,100,16.4,14.605,9.8103,20.6,0.03,0.015,0.5,0.003,50.0,26.0,0,0,중구,0,Open-Meteo Historical Weather API; Seoul City Hall coordinates; ERA5/ECMWF reanalysis/model archive,Seoul Open Data MonthlyAverageAirQuality API; station=중구; sample-key one-station query,2020,30,9,0,0,9,2,0,none,0,0,0,0,0,13,13,1,0,0,0,0,0,none,48,97,8,35,24,0,0,0,KR holidays from python-holidays/KR observed rules; KBO official Schedule.asmx; MCST regional festival ZIP/XLSX files; global sports event dates hand-coded from official event calendars.,132,38,17,32,0,47,26,6,5,0,1,0,13,0,0,0,11,3,59,11,3,2,266,47,Google News RSS cache generated by prior collection; monthly article counts by query category; deduplicated within category-month-title-link; keyword sentiment is simple title keyword count proxy.,100.416,,0.5,0.863,,32.0,0.0,4.0,2.0,2.0,38.0,0,,Comtrade HS2203 import unit value actual; Google Trends price/economy search actual; CPI index generated from annual Korea CPI inflation anchors; OB price event dummy manually coded from public price-increase reporting.
2020-12,2020,official_annual_disaggregated,124423.9,123443.8,980.0,630.6,2522.5,51013.8,980.0,126.1,1735600.0,0.024,0.41,0.024,0.2,0.071689,0.023528,0.09009,21571595.29,6010666.38,55.0,1.0,1.0,50.0,0.0,17.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,-2.17,2.5,2.7,0,4,31,8,1,0,0,2020,12,4,31,-0.0,1.0,1,0,0,0,0,1,0,-2.1677,2.5032,-5.8613,9.2,-13.2,-6.6258,-2.3645,-10.4613,5.5,2.7,0.5,1.54,17.0,4,1,0,0,30,0,0,0,29,7,2,0,0.0,625.2,0.0,9.5452,26.3,50.4,269.7,8.7,298.1424,244.3602,60.5282,15,100,5.6,1.97,9.5378,20.985,0.034,0.015,0.6,0.003,50.0,30.0,0,0,중구,0,Open-Meteo Historical Weather API; Seoul City Hall coordinates; ERA5/ECMWF reanalysis/model archive,Seoul Open Data MonthlyAverageAirQuality API; station=중구; sample-key one-station query,2020,31,8,1,1,9,3,3,2020-12-25 기독탄신일,0,0,0,0,0,0,0,0,0,0,0,0,0,none,41,142,32,133,21,0,0,0,KR holidays from python-holidays/KR observed rules; KBO official Schedule.asmx; MCST regional festival ZIP/XLSX files; global sports event dates hand-coded from official event calendars.,88,30,14,12,0,42,18,2,8,0,1,0,1,1,0,0,6,3,33,1,2,5,186,28,Google News RSS cache generated by prior collection; monthly article counts by query category; deduplicated within category-month-title-link; keyword sentiment is simple title keyword count proxy.,100.458,,0.5,0.8731,,31.0,0.0,3.0,2.0,0.0,36.0,0,,Comtrade HS2203 import unit value actual; Google Trends price/economy search actual; CPI index generated from annual Korea CPI inflation anchors; OB price event dummy manually coded from public price-increase reporting.
2021-01,2021,official_annual_disaggregated,128949.6,127404.2,1545.4,691.7,2766.7,54158.8,1545.4,193.7,1700900.0,0.025,0.42,0.025,0.28,0.075813,0.036342,0.066667,21434381.15,5468137.9,51.0,1.0,1.0,46.0,0.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,-3.87,1.35,16.7,0,11,31,10,1,0,0,2021,1,1,31,0.5,0.866,1,0,0,0,0,0,1,-3.871,1.3452,-7.929,11.1,-18.8,-8.6742,-3.7129,-12.8871,8.2,16.7,11.3,3.78,42.0,11,5,0,0,26,0,0,0,28,14,4,0,0.0,678.0,0.0,10.871,38.4,72.4,286.09,9.2287,307.1121,231.3497,54.707,8,99,6.785,2.6,10.8716,22.44,0.032,0.015,0.6,0.003,44.0,22.0,0,0,중구,0,Open-Meteo Historical Weather API; Seoul City Hall coordinates; ERA5/ECMWF reanalysis/model archive,Seoul Open Data MonthlyAverageAirQuality API; station=중구; sample-key one-station query,2021,31,10,1,1,11,3,3,2021-01-01 신정연휴,0,0,0,0,0,0,0,0,0,0,0,0,0,none,13,118,11,105,3,0,0,0,KR holidays from python-holidays/KR observed rules; KBO official Schedule.asmx; MCST regional festival ZIP/XLSX files; global sports event dates hand-coded from official event calendars.,109,37,17,15,0,46,32,3,15,1,4,0,3,0,0,0,7,8,59,10,2,1,224,49,Google News RSS cache generated by prior collection; monthly article counts by query category; deduplicated within category-month-title-link; keyword sentiment is simple title keyword count proxy.,100.665,0.665,2.5,0.8251,0.215,38.0,0.0,3.0,2.0,0.0,43.0,0,,Comtrade HS2203 import unit value actual; Google Trends price/economy search actual; CPI index generated from annual Korea CPI inflation anchors; OB price event dummy manually coded from public price-increase reporting.
2021-02,2021,official_annual_disaggregated,132715.8,131024.3,1691.5,691.7,2766.7,55740.6,1691.5,193.7,1700900.0,0.025,0.42,0.025,0.28,0.078027,0.03978,0.066667,17769890.82,5173943.68,56.0,1.0,1.0,57.0,0.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,0.48,6.5,11.6,0,5,28,8,3,0,0,2021,2,1,28,0.866,0.5,1,0,0,0,0,0,1,0.4821,6.5,-4.6679,16.0,-11.1,-4.0286,1.7643,-9.4893,12.5,11.6,6.0,3.92,25.0,5,4,0,0,24,0,0,0,25,5,0,0,0.0,490.5,0.0,12.2,33.4,64.1,356.39,12.7282,302.7129,237.1851,61.7887,20,100,11.045,7.445,12.2054,23.29,0.032,0.022,0.6,0.003,55.0,29.0,0,0,중구,0,Open-Meteo Historical Weather API; Seoul City Hall coordinates; ERA5/ECMWF reanalysis/model archive,Seoul Open Data MonthlyAverageAirQuality API; station=중구; sample-key one-station query,2021,28,8,3,2,10,4,6,2021-02-11 설날 전날; 2021-02-12 설날; 2021-02-13 설날 다음날,0,0,0,0,0,0,0,0,0,0,0,0,0,none,11,59,9,51,3,0,0,0,KR holidays from python-holidays/KR observed rules; KBO official Schedule.asmx; MCST regional festival ZIP/XLSX files; global sports event dates hand-coded from official event calendars.,108,29,13,5,0,45,11,2,5,1,4,1,0,0,0,0,5,3,25,5,2,0,200,18,Google News RSS cache generated by prior collection; monthly article counts by query category; deduplicated within category-month-title-link; keyword sentiment is simple title keyword count proxy.,100.873,0.831,2.5,0.8656,8.58,36.0,0.0,3.0,3.0,0.0,42.0,0,,Comtrade HS2203 import unit value actual; Google Trends price/economy search actual; CPI index generated from annual Korea CPI inflation anchors; OB price event dummy manually coded from public price-increase reporting.
2021-03,2021,official_annual_disaggregated,125258.7,123654.9,1603.8,691.7,2766.7,52608.7,1603.8,193.7,1700900.0,0.025,0.42,0.025,0.28,0.073643,0.037717,0.066667,16592288.47,9847246.65,53.0,1.0,1.0,43.0,0.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,6.72,12.76,94.7,0,10,31,8,1,0,0,2021,3,1,31,1.0,0.0,0,1,0,0,0,0,0,6.7226,12.7613,1.671,19.2,-4.7,3.5774,9.6871,-1.771,17.5,94.7,89.9,3.36,69.0,10,5,1,0,26,0,0,0,9,0,0,0,0.0,349.6,0.0,9.7645,31.0,60.5,466.27,15.041,370.9854,261.2331,71.8992,28,100,14.6,12.17,9.7645,20.885,0.035,0.025,0.5,0.003,80.0,33.0,0,0,중구,0,Open-Meteo Historical Weather API; Seoul City Hall coordinates; ERA5/ECMWF reanalysis/model archive,Seoul Open Data MonthlyAverageAirQuality API; station=중구; sample-key one-station query,2021,31,8,1,1,9,3,1,2021-03-01 삼일절,0,0,0,0,0,0,0,0,0,0,0,0,0,none,34,102,32,100,20,0,0,0,KR holidays from python-holidays/KR observed rules; KBO official Schedule.asmx; MCST regional festival ZIP/XLSX files; global sports event dates hand-coded from official event calendars.,145,63,14,6,0,27,37,10,20,5,1,0,2,0,0,0,1,8,16,22,0,1,255,38,Google News RSS cache generated by prior collection; monthly article counts by query category; deduplicated within category-month-title-link; keyword sentiment is simple title keyword count proxy.,101.08,0.996,2.5,0.8535,7.87,38.0,0.0,3.0,2.0,1.0,43.0,0,,Comtrade HS2203 import unit value actual; Google Trends price/economy search actual; CPI index generated from annual Korea CPI inflation anchors; OB price event dummy manually coded from public price-increase reporting.
2021-04,2021,official_annual_disaggregated,140784.0,139034.0,1750.0,691.7,2766.7,59129.3,1750.0,193.7,1700900.0,0.025,0.42,0.025,0.28,0.08277,0.041155,0.066667,20566675.07,8126147.48,58.0,1.0,1.0,65.0,0.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,11.94,17.43,91.0,0,12,30,8,0,0,1,2021,4,2,30,0.866,-0.5,0,1,0,0,0,0,0,11.94,17.4333,6.92,24.6,1.9,9.3767,15.4233,4.0667,25.3,91.0,91.0,0.0,73.0,12,9,1,0,21,0,0,0,0,0,0,0,0.0,181.8,0.0,10.8033,26.7,52.2,544.91,18.1637,395.2668,279.0556,64.625,27,99,19.8,17.605,10.801,20.405,0.025,0.037,0.4,0.003,47.0,20.0,0,0,중구,0,Open-Meteo Historical Weather API; Seoul City Hall coordinates; ERA5/ECMWF reanalysis/model archive,Seoul Open Data MonthlyAverageAirQuality API; station=중구; sample-key one-station query,2021,30,8,0,0,8,2,0,none,0,0,116,24,1,0,0,0,0,0,0,0,0,none,118,328,117,325,66,0,0,0,KR holidays from python-holidays/KR observed rules; KBO official Schedule.asmx; MCST regional festival ZIP/XLSX files; global sports event dates hand-coded from official event calendars.,155,48,20,30,0,48,33,6,8,4,8,0,8,1,0,0,4,8,42,19,4,3,301,42,Google News RSS cache generated by prior collection; monthly article counts by query category; deduplicated within category-month-title-link; keyword sentiment is simple title keyword count proxy.,101.289,1.162,2.5,0.8805,15.702,39.0,0.0,4.0,2.0,1.0,45.0,0,,Comtrade HS2203 import unit value actual; Google Trends price/economy search actual; CPI index generated from annual Korea CPI inflation anchors; OB price event dummy manually coded from public price-increase reporting.
2021-05,2021,official_annual_disaggregated,156799.1,145096.2,11703.0,1383.3,5533.3,65855.6,11703.0,387.3,1700900.0,0.025,0.42,0.025,0.28,0.092186,0.275219,0.133333,21192576.27,7803481.92,66.0,1.0,2.0,67.0,18.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,15.23,20.35,215.5,0,18,31,10,2,0,1,2021,5,2,31,0.5,-0.866,0,1,0,0,0,0,0,15.229,20.3452,10.7258,27.5,5.8,14.3,19.9548,9.3742,30.1,215.5,215.5,0.0,173.0,18,18,2,0,13,0,0,0,0,0,0,0,7.4,93.3,0.0,10.2258,31.1,64.4,572.07,18.4539,440.0857,267.5216,77.0242,35,100,23.085,23.87,10.221,23.785,0.022,0.034,0.4,0.003,68.0,21.0,0,0,중구,0,Open-Meteo Historical Weather API; Seoul City Hall coordinates; ERA5/ECMWF reanalysis/model archive,Seoul Open Data MonthlyAverageAirQuality API; station=중구; sample-key one-station query,2021,31,10,2,2,12,2,0,2021-05-05 어린이날; 2021-05-19 부처님오신날,0,0,113,25,1,0,0,0,0,0,0,0,0,none,151,520,147,508,73,0,0,0,KR holidays from python-holidays/KR observed rules; KBO official Schedule.asmx; MCST regional festival ZIP/XLSX files; global sports event dates hand-coded from official event calendars.,151,34,14,35,0,40,29,9,9,5,3,0,16,0,0,0,10,7,11,4,3,10,274,46,Google News RSS cache generated by prior collection; monthly article counts by query category; deduplicated within category-month-title-link; keyword sentiment is simple title keyword count proxy.,101.497,1.329,2.5,0.869,11.64,41.0,0.0,4.0,2.0,1.0,47.0,0,,Comtrade HS2203 import unit value actual; Google Trends price/economy search actual; CPI index generated from annual Korea CPI inflation anchors; OB price event dummy manually coded from public price-increase reporting.
2021-06,2021,official_annual_disaggregated,163035.8,149160.9,13874.8,1383.3,5533.3,68475.0,13874.8,387.3,1700900.0,0.025,0.42,0.025,0.28,0.095853,0.326294,0.133333,25244001.45,9977512.5,66.0,0.0,2.0,63.0,22.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,21.05,25.32,78.2,0,24,30,8,0,1,1,2021,6,2,30,0.0,-1.0,0,0,1,0,0,0,0,21.0533,25.3167,17.51,29.3,12.1,22.7767,27.9967,18.6067,33.7,78.2,78.2,0.0,128.0,24,10,0,0,20,0,0,0,0,0,0,2,92.9,1.3,0.0,8.35,31.4,68.0,581.81,19.3937,441.3821,276.7808,81.55,48,100,26.5,29.405,8.3515,18.505,0.022,0.039,0.4,0.004,36.0,22.0,0,0,중구,0,Open-Meteo Historical Weather API; Seoul City Hall coordinates; ERA5/ECMWF reanalysis/model archive,Seoul Open Data MonthlyAverageAirQuality API; station=중구; sample-key one-station query,2021,30,8,1,0,8,2,0,2021-06-06 현충일,1,0,123,26,1,0,0,0,0,0,0,0,0,none,65,274,64,273,37,0,0,0,KR holidays from python-holidays/KR observed rules; KBO official Schedule.asmx; MCST regional festival ZIP/XLSX files; global sports event dates hand-coded from official event calendars.,185,40,14,27,0,37,48,1,13,2,0,0,9,0,0,0,1,3,15,0,9,11,303,65,Google News RSS cache generated by prior collection; monthly article counts by query category; deduplicated within category-month-title-link; keyword sentiment is simple title keyword count proxy.,101.706,1.495,2.5,0.8978,13.584,50.0,0.0,4.0,2.0,1.0,56.0,0,,Comtrade HS2203 import unit value actual; Google Trends price/economy search actual; CPI index generated from annual Korea CPI inflation anchors; OB price event dummy manually coded from public price-increase reporting.
2021-07,2021,official_annual_disaggregated,163480.5,161525.9,1954.7,691.7,2766.7,68661.8,1954.7,193.7,1700900.0,0.025,0.42,0.025,0.28,0.096114,0.045968,0.066667,26755136.19,5869876.25,65.0,1.0,1.0,70.0,0.0,17.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,26.44,30.55,130.0,18,22,31,9,0,1,1,2021,7,3,31,-0.5,-0.866,0,0,1,0,1,0,1,26.4419,30.5548,23.0581,35.0,18.9,30.5323,35.0677,26.7581,39.6,130.0,130.0,0.0,163.0,22,15,1,0,16,18,8,6,0,0,0,25,261.7,0.0,40.3,7.6516,28.4,59.8,609.77,19.67,448.3394,312.8127,78.7231,41,100,32.8,37.5,7.6441,15.585,0.022,0.034,0.4,0.004,28.0,17.0,0,0,중구,0,Open-Meteo Historical Weather API; Seoul City Hall coordinates; ERA5/ECMWF reanalysis/model archive,Seoul Open Data MonthlyAverageAirQuality API; station=중구; sample-key one-station query,2021,31,9,0,0,9,2,0,none,1,1,33,10,1,0,0,0,9,1,9,0,0,Tokyo 2020 Summer Olympics (held 2021),78,273,77,272,50,3,3,3,KR holidays from python-holidays/KR observed rules; KBO official Schedule.asmx; MCST regional festival ZIP/XLSX files; global sports event dates hand-coded from official event calendars.,169,31,13,40,0,33,33,3,7,1,1,0,9,5,0,0,3,4,28,13,27,15,286,40,Google News RSS cache generated by prior collection; monthly article counts by query category; deduplicated within category-month-title-link; keyword sentiment is simple title keyword count proxy.,101.916,1.662,2.5,0.877,6.612,37.0,0.0,3.0,2.0,1.0,42.0,0,,Comtrade HS2203 import unit value actual; Google Trends price/economy search actual; CPI index generated from annual Korea CPI inflation anchors; OB price event dummy manually coded from public price-increase reporting.
2021-08,2021,official_annual_disaggregated,148806.7,146998.2,1808.5,1383.3,5533.3,62498.8,1808.5,387.3,1700900.0,0.025,0.42,0.025,0.28,0.087487,0.04253,0.133333,23333913.41,12307243.3,60.0,1.0,2.0,66.0,0.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,24.75,28.4,284.6,11,24,31,9,1,1,1,2021,8,3,31,-0.866,-0.5,0,0,1,0,1,0,1,24.7452,28.4,21.5,31.5,18.5,27.6774,31.7032,24.0806,37.0,284.6,284.6,0.0,202.0,24,17,5,0,14,11,0,0,0,0,0,16,209.1,0.0,4.0,9.0774,41.3,78.5,468.17,15.1023,420.8732,254.2319,78.7204,42,99,29.9,33.585,9.0753,17.755,0.019,0.031,0.4,0.003,23.0,14.0,0,0,중구,0,Open-Meteo Historical Weather API; Seoul City Hall coordinates; ERA5/ECMWF reanalysis/model archive,Seoul Open Data MonthlyAverageAirQuality API; station=중구; sample-key one-station query,2021,31,9,2,1,10,3,3,2021-08-15 광복절; 2021-08-16 광복절 대체 휴일,1,1,81,20,1,0,0,0,8,1,8,0,0,Tokyo 2020 Summer Olympics (held 2021),121,345,119,341,79,3,3,3,KR holidays from python-holidays/KR observed rules; KBO official Schedule.asmx; MCST regional festival ZIP/XLSX files; global sports event dates hand-coded from official event calendars.,164,9,19,46,0,40,36,4,3,1,3,1,7,11,0,0,6,2,20,3,19,5,278,36,Google News RSS cache generated by prior collection; monthly article counts by query category; deduplicated within category-month-title-link; keyword sentiment is simple title keyword count proxy.,102.126,1.829,2.5,0.8482,2.219,36.0,0.0,3.0,2.0,1.0,41.0,0,,Comtrade HS2203 import unit value actual; Google Trends price/economy search actual; CPI index generated from annual Korea CPI inflation anchors; OB price event dummy manually coded from public price-increase reporting.
2021-09,2021,official_annual_disaggregated,130147.9,128544.0,1603.8,691.7,2766.7,54662.1,1603.8,193.7,1700900.0,0.025,0.42,0.025,0.28,0.076517,0.037717,0.066667,19768365.97,8448416.0,53.0,1.0,1.0,23.0,0.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,21.11,25.17,176.8,0,13,30,8,3,0,1,2021,9,3,30,-1.0,-0.0,0,0,0,1,0,0,0,21.1133,25.17,17.5833,28.4,14.4,22.1667,26.76,18.24,30.5,176.8,176.8,0.0,120.0,13,8,2,0,22,0,0,0,0,0,0,0,93.4,0.0,0.0,10.4033,27.1,60.1,450.44,15.0147,372.7374,254.195,78.3375,47,100,26.105,28.1,10.3994,19.805,0.018,0.029,0.4,0.003,13.0,7.0,0,0,중구,0,Open-Meteo Historical Weather API; Seoul City Hall coordinates; ERA5/ECMWF reanalysis/model archive,Seoul Open Data MonthlyAverageAirQuality API; station=중구; sample-key one-station query,2021,30,8,3,3,11,5,5,2021-09-20 추석 전날; 2021-09-21 추석; 2021-09-22 추석 다음날,0,0,132,26,1,0,0,0,0,0,0,0,0,none,171,507,168,499,111,4,7,4,KR holidays from python-holidays/KR observed rules; KBO official Schedule.asmx; MCST regional festival ZIP/XLSX files; global sports event dates hand-coded from official event calendars.,104,21,12,12,0,31,27,3,6,1,2,0,2,0,0,0,6,7,9,15,0,2,180,32,Google News RSS cache generated by prior collection; monthly article counts by query category; deduplicated within category-month-title-link; keyword sentiment is simple title keyword count proxy.,102.336,1.996,2.5,0.8671,5.448,39.0,0.0,2.0,2.0,1.0,43.0,0,,Comtrade HS2203 import unit value actual; Google Trends price/economy search actual; CPI index generated from annual Korea CPI inflation anchors; OB price event dummy manually coded from public price-increase reporting.
2021-10,2021,official_annual_disaggregated,133768.7,132135.6,1633.1,691.7,2766.7,56182.8,1633.1,193.7,1700900.0,0.025,0.42,0.025,0.28,0.078646,0.038405,0.066667,20898293.77,7119437.15,54.0,1.0,1.0,46.0,0.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,14.01,18.72,67.7,0,18,31,10,3,0,0,2021,10,4,31,-0.866,0.5,0,0,0,1,0,0,0,14.0065,18.7161,10.1097,26.7,0.4,13.0839,18.2516,8.6484,28.2,67.7,67.7,0.0,134.0,18,14,0,0,17,0,0,0,0,0,0,0,19.6,143.4,0.0,9.0161,28.7,52.9,359.36,11.5923,347.885,236.3714,77.0457,36,100,22.8,24.785,9.0116,19.47,0.026,0.02,0.4,0.003,27.0,13.0,0,0,중구,0,Open-Meteo Historical Weather API; Seoul City Hall coordinates; ERA5/ECMWF reanalysis/model archive,Seoul Open Data MonthlyAverageAirQuality API; station=중구; sample-key one-station query,2021,31,10,4,2,12,3,6,2021-10-03 개천절; 2021-10-04 개천절 대체 휴일; 2021-10-09 한글날; 2021-10-11 한글날 대체 휴일,0,0,122,28,1,0,0,0,0,0,0,0,0,none,297,885,290,862,177,2,2,2,KR holidays from python-holidays/KR observed rules; KBO official Schedule.asmx; MCST regional festival ZIP/XLSX files; global sports event dates hand-coded from official event calendars.,100,30,10,17,0,42,25,0,12,1,2,0,2,2,0,0,4,4,23,6,6,21,199,38,Google News RSS cache generated by prior collection; monthly article counts by query category; deduplicated within category-month-title-link; keyword sentiment is simple title keyword count proxy.,102.547,2.164,2.5,0.8736,0.282,45.0,0.0,3.0,1.0,1.0,49.0,0,,Comtrade HS2203 import unit value actual; Google Trends price/economy search actual; CPI index generated from annual Korea CPI inflation anchors; OB price event dummy manually coded from public price-increase reporting.
