month,year,data_status,alcoholic_beer_total_proxy_kl,regular_beer_excluding_low_calorie_proxy_kl,low_calorie_light_beer_proxy_kl,nonalcoholic_beer_proxy_kl,nonalcoholic_beer_market_value_proxy_million_krw,cass_fresh_proxy_kl,cass_light_proxy_kl,cass_0_0_or_all_zero_proxy_kl,alcoholic_total_annual_anchor_kl,low_calorie_share_assumption,cass_fresh_share_assumption,cass_light_share_assumption,cass_zero_share_of_na_assumption,monthly_weight_total_beer,monthly_weight_low_calorie,monthly_weight_nonalc,hs2203_import_kg_actual,hs2203_export_kg_actual,google_trends_beer,google_trends_imported_beer,google_trends_nonalc_beer,google_trends_cass_beer,google_trends_cass_light,google_trends_cass_zero_terms,generation_formula_note,seoul_avg_temp_c,seoul_avg_max_temp_c,seoul_precipitation_mm,seoul_hot_days_30c,seoul_rain_days,days_in_month,weekend_days,public_holiday_count_kr_approx,is_summer_peak_jun_aug,is_kbo_regular_season
2020-11,2020,official_annual_disaggregated,139650.3,132767.8,6882.5,630.6,2522.5,57256.6,6882.5,126.1,1735600.0,0.024,0.41,0.024,0.2,0.080462,0.165228,0.09009,20215568.47,10764054.02,65.0,1.0,1.0,66.0,18.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,6.24,11.1,66.1,0,9,30,9,0,0,0
2020-12,2020,official_annual_disaggregated,124423.9,123443.8,980.0,630.6,2522.5,51013.8,980.0,126.1,1735600.0,0.024,0.41,0.024,0.2,0.071689,0.023528,0.09009,21571595.29,6010666.38,55.0,1.0,1.0,50.0,0.0,17.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,-2.17,2.5,2.7,0,4,31,8,1,0,0
2021-01,2021,official_annual_disaggregated,128949.6,127404.2,1545.4,691.7,2766.7,54158.8,1545.4,193.7,1700900.0,0.025,0.42,0.025,0.28,0.075813,0.036342,0.066667,21434381.15,5468137.9,51.0,1.0,1.0,46.0,0.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,-3.87,1.35,16.7,0,11,31,10,1,0,0
2021-02,2021,official_annual_disaggregated,132715.8,131024.3,1691.5,691.7,2766.7,55740.6,1691.5,193.7,1700900.0,0.025,0.42,0.025,0.28,0.078027,0.03978,0.066667,17769890.82,5173943.68,56.0,1.0,1.0,57.0,0.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,0.48,6.5,11.6,0,5,28,8,3,0,0
2021-03,2021,official_annual_disaggregated,125258.7,123654.9,1603.8,691.7,2766.7,52608.7,1603.8,193.7,1700900.0,0.025,0.42,0.025,0.28,0.073643,0.037717,0.066667,16592288.47,9847246.65,53.0,1.0,1.0,43.0,0.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,6.72,12.76,94.7,0,10,31,8,1,0,0
2021-04,2021,official_annual_disaggregated,140784.0,139034.0,1750.0,691.7,2766.7,59129.3,1750.0,193.7,1700900.0,0.025,0.42,0.025,0.28,0.08277,0.041155,0.066667,20566675.07,8126147.48,58.0,1.0,1.0,65.0,0.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,11.94,17.43,91.0,0,12,30,8,0,0,1
2021-05,2021,official_annual_disaggregated,156799.1,145096.2,11703.0,1383.3,5533.3,65855.6,11703.0,387.3,1700900.0,0.025,0.42,0.025,0.28,0.092186,0.275219,0.133333,21192576.27,7803481.92,66.0,1.0,2.0,67.0,18.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,15.23,20.35,215.5,0,18,31,10,2,0,1
2021-06,2021,official_annual_disaggregated,163035.8,149160.9,13874.8,1383.3,5533.3,68475.0,13874.8,387.3,1700900.0,0.025,0.42,0.025,0.28,0.095853,0.326294,0.133333,25244001.45,9977512.5,66.0,0.0,2.0,63.0,22.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,21.05,25.32,78.2,0,24,30,8,0,1,1
2021-07,2021,official_annual_disaggregated,163480.5,161525.9,1954.7,691.7,2766.7,68661.8,1954.7,193.7,1700900.0,0.025,0.42,0.025,0.28,0.096114,0.045968,0.066667,26755136.19,5869876.25,65.0,1.0,1.0,70.0,0.0,17.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,26.44,30.55,130.0,18,22,31,9,0,1,1
2021-08,2021,official_annual_disaggregated,148806.7,146998.2,1808.5,1383.3,5533.3,62498.8,1808.5,387.3,1700900.0,0.025,0.42,0.025,0.28,0.087487,0.04253,0.133333,23333913.41,12307243.3,60.0,1.0,2.0,66.0,0.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,24.75,28.4,284.6,11,24,31,9,1,1,1
2021-09,2021,official_annual_disaggregated,130147.9,128544.0,1603.8,691.7,2766.7,54662.1,1603.8,193.7,1700900.0,0.025,0.42,0.025,0.28,0.076517,0.037717,0.066667,19768365.97,8448416.0,53.0,1.0,1.0,23.0,0.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,21.11,25.17,176.8,0,13,30,8,3,0,1
2021-10,2021,official_annual_disaggregated,133768.7,132135.6,1633.1,691.7,2766.7,56182.8,1633.1,193.7,1700900.0,0.025,0.42,0.025,0.28,0.078646,0.038405,0.066667,20898293.77,7119437.15,54.0,1.0,1.0,46.0,0.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,14.01,18.72,67.7,0,18,31,10,3,0,0
2021-11,2021,official_annual_disaggregated,136667.4,135034.4,1633.1,691.7,2766.7,57400.3,1633.1,193.7,1700900.0,0.025,0.42,0.025,0.28,0.08035,0.038405,0.066667,22781373.84,9025449.54,54.0,0.0,1.0,41.0,0.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,6.16,11.4,59.5,0,11,30,8,0,0,0
2021-12,2021,official_annual_disaggregated,140485.7,138764.9,1720.8,691.7,2766.7,59004.0,1720.8,193.7,1700900.0,0.025,0.42,0.025,0.28,0.082595,0.040468,0.066667,21595117.44,6809325.4,57.0,1.0,1.0,44.0,0.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,-1.26,3.84,11.1,0,9,31,8,0,0,0
2022-01,2022,official_annual_disaggregated,143088.3,141826.4,1261.9,590.9,2363.6,60812.5,1261.9,200.9,1824200.0,0.027,0.425,0.027,0.34,0.078439,0.025621,0.045455,22326000.91,8641243.3,70.0,1.0,1.0,56.0,0.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,-3.47,1.65,5.6,0,9,31,10,1,0,0
2022-02,2022,official_annual_disaggregated,127798.0,126641.4,1156.6,590.9,2363.6,54314.1,1156.6,200.9,1824200.0,0.027,0.425,0.027,0.34,0.070057,0.023482,0.045455,18131190.2,7778782.3,64.0,0.0,1.0,51.0,0.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,-2.57,2.89,3.7,0,4,28,8,2,0,0
2022-03,2022,official_annual_disaggregated,129267.5,128251.4,1016.1,1181.8,4727.3,54938.7,1016.1,401.8,1824200.0,0.027,0.425,0.027,0.34,0.070863,0.02063,0.090909,29016902.99,7560283.1,56.0,0.0,2.0,58.0,0.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,5.22,11.39,81.1,0,13,31,8,2,0,0
2022-04,2022,official_annual_disaggregated,141194.8,139792.4,1402.4,590.9,2363.6,60007.8,1402.4,200.9,1824200.0,0.027,0.425,0.027,0.34,0.077401,0.028474,0.045455,11120640.11,6798992.3,78.0,1.0,1.0,71.0,0.0,18.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,12.03,18.4,29.4,0,10,30,9,0,0,1
2022-05,2022,official_annual_disaggregated,148871.3,141287.1,7584.2,1181.8,4727.3,63270.3,7584.2,401.8,1824200.0,0.027,0.425,0.027,0.34,0.081609,0.153983,0.090909,15686093.58,7238656.5,79.0,0.0,2.0,58.0,19.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,17.03,23.34,17.9,0,10,31,9,2,0,1
2022-06,2022,official_annual_disaggregated,159488.0,152450.7,7037.3,1772.7,7090.9,67782.4,7037.3,602.7,1824200.0,0.027,0.425,0.027,0.34,0.087429,0.142879,0.136364,16357205.55,10357767.88,85.0,0.0,3.0,67.0,17.0,15.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,21.88,26.64,334.3,3,21,30,8,2,1,1
2022-07,2022,official_annual_disaggregated,173834.1,172185.8,1648.3,1772.7,7090.9,73879.5,1648.3,602.7,1824200.0,0.027,0.425,0.027,0.34,0.095293,0.033466,0.136364,18617946.6,10677945.98,92.0,1.0,3.0,92.0,0.0,29.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,25.62,29.25,220.8,12,27,31,10,0,1,1
2022-08,2022,official_annual_disaggregated,192539.4,181977.2,10562.2,1181.8,4727.3,81829.2,10562.2,401.8,1824200.0,0.027,0.425,0.027,0.34,0.105547,0.214446,0.090909,22943014.15,12716748.8,100.0,1.0,2.0,75.0,27.0,21.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,24.05,27.28,464.1,6,27,31,8,1,1,1
2022-09,2022,official_annual_disaggregated,176468.8,174873.1,1595.6,1772.7,7090.9,74999.2,1595.6,602.7,1824200.0,0.027,0.425,0.027,0.34,0.096738,0.032396,0.136364,24271014.0,9489726.55,89.0,0.0,3.0,73.0,0.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,20.37,25.33,245.9,1,11,30,8,3,0,1
2022-10,2022,official_annual_disaggregated,162156.0,153796.6,8359.4,590.9,2363.6,68916.3,8359.4,200.9,1824200.0,0.027,0.425,0.027,0.34,0.088892,0.169723,0.045455,17146568.99,6334109.8,86.0,1.0,1.0,73.0,21.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,12.32,17.25,195.3,0,9,31,10,3,0,0
2022-11,2022,official_annual_disaggregated,123202.8,121835.5,1367.3,1181.8,4727.3,52361.2,1367.3,401.8,1824200.0,0.027,0.425,0.027,0.34,0.067538,0.027761,0.090909,0.0,7647869.8,76.0,0.0,2.0,99.0,0.0,15.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,7.79,13.6,59.4,0,12,30,8,0,0,0
2022-12,2022,official_annual_disaggregated,146291.1,140029.1,6262.0,590.9,2363.6,62173.7,6262.0,200.9,1824200.0,0.027,0.425,0.027,0.34,0.080195,0.127139,0.045455,14962996.06,7222062.81,78.0,0.0,1.0,62.0,15.0,16.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,-4.65,0.08,11.3,0,9,31,9,0,0,0
2023-01,2023,official_annual_disaggregated,162335.8,155848.6,6487.3,1073.3,4293.3,68668.1,6487.3,375.7,1822000.0,0.03,0.423,0.03,0.35,0.089098,0.118684,0.066667,19923548.22,8932706.58,82.0,0.0,1.0,39.0,19.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,-3.5,1.85,36.3,0,11,31,9,3,0,0
2023-02,2023,official_annual_disaggregated,144610.4,143508.6,1101.8,1073.3,4293.3,61170.2,1101.8,375.7,1822000.0,0.03,0.423,0.03,0.35,0.079369,0.020158,0.066667,19027101.18,10822595.16,72.0,1.0,1.0,60.0,0.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,0.07,5.77,2.6,0,4,28,8,0,0,0
2023-03,2023,official_annual_disaggregated,158941.9,150604.8,8337.1,1073.3,4293.3,67232.4,8337.1,375.7,1822000.0,0.03,0.423,0.03,0.35,0.087235,0.152527,0.066667,24744989.05,8330436.2,76.0,1.0,1.0,61.0,26.0,16.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,7.18,14.05,18.1,0,8,31,8,1,0,0
2023-04,2023,official_annual_disaggregated,171827.5,165789.9,6037.6,1073.3,4293.3,72683.0,6037.6,375.7,1822000.0,0.03,0.423,0.03,0.35,0.094307,0.110457,0.066667,18392836.03,9103243.23,89.0,1.0,1.0,91.0,17.0,19.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,11.92,17.67,103.7,0,15,30,10,0,0,1
2023-05,2023,official_annual_disaggregated,163140.9,161860.0,1280.8,1073.3,4293.3,69008.6,1280.8,375.7,1822000.0,0.03,0.423,0.03,0.35,0.089539,0.023433,0.066667,18074904.14,9354828.9,84.0,1.0,1.0,68.0,0.0,13.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,17.27,22.9,166.8,0,9,31,8,3,0,1
2023-06,2023,official_annual_disaggregated,148249.8,140511.5,7738.2,2146.7,8586.7,62709.6,7738.2,751.3,1822000.0,0.03,0.423,0.03,0.35,0.081366,0.14157,0.133333,20498352.08,8458854.54,73.0,0.0,2.0,70.0,24.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,21.42,25.89,220.3,2,21,30,8,1,1,1
2023-07,2023,official_annual_disaggregated,157549.7,156373.3,1176.4,1073.3,4293.3,66643.5,1176.4,375.7,1822000.0,0.03,0.423,0.03,0.35,0.086471,0.021522,0.066667,22492441.74,8050104.8,77.0,0.0,1.0,64.0,0.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,25.1,28.77,417.9,12,28,31,10,0,1,1
2023-08,2023,official_annual_disaggregated,167998.0,166747.0,1251.0,3220.0,12880.0,71063.1,1251.0,1127.0,1822000.0,0.03,0.423,0.03,0.35,0.092205,0.022887,0.2,24114123.73,8760080.75,82.0,1.0,3.0,66.0,0.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,25.63,29.27,311.0,16,24,31,8,1,1,1
2023-09,2023,official_annual_disaggregated,151832.5,145696.9,6135.6,1073.3,4293.3,64225.1,6135.6,375.7,1822000.0,0.03,0.423,0.03,0.35,0.083333,0.11225,0.066667,18261064.85,10708369.99,77.0,1.0,1.0,75.0,18.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,21.95,25.95,144.9,2,20,30,9,2,0,1
2023-10,2023,official_annual_disaggregated,140937.2,136568.3,4368.9,1073.3,4293.3,59616.4,4368.9,375.7,1822000.0,0.03,0.423,0.03,0.35,0.077353,0.079928,0.066667,18752957.57,7494165.16,70.0,1.0,1.0,57.0,12.0,13.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,13.66,18.87,25.0,0,10,31,9,4,0,0
2023-11,2023,official_annual_disaggregated,133475.4,128919.0,4556.4,1073.3,4293.3,56460.1,4556.4,375.7,1822000.0,0.03,0.423,0.03,0.35,0.073258,0.083359,0.066667,20563782.42,7222069.3,64.0,1.0,1.0,53.0,13.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,4.93,9.61,104.3,0,13,30,8,0,0,0
2023-12,2023,official_annual_disaggregated,121100.9,114912.0,6188.9,1073.3,4293.3,51225.7,6188.9,375.7,1822000.0,0.03,0.423,0.03,0.35,0.066466,0.113225,0.066667,13849758.41,6434825.04,62.0,0.0,1.0,71.0,19.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,-0.4,4.22,81.2,0,15,31,10,1,0,0
2024-01,2024,official_annual_disaggregated,130048.3,126136.7,3911.6,1029.4,4117.6,57221.3,3694.3,308.8,1759100.0,0.036,0.44,0.034,0.3,0.073929,0.061768,0.058824,14294981.75,6915452.57,61.0,0.0,1.0,41.0,15.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,-2.3,2.64,17.3,0,10,31,8,1,0,0
2024-02,2024,official_annual_disaggregated,120352.8,116961.2,3391.6,1029.4,4117.6,52955.2,3203.2,308.8,1759100.0,0.036,0.44,0.034,0.3,0.068417,0.053556,0.058824,17448692.36,7362069.22,53.0,0.0,1.0,54.0,13.0,12.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,1.81,6.78,64.2,0,14,29,8,3,0,0
2024-03,2024,official_annual_disaggregated,124442.6,115240.4,9202.2,1029.4,4117.6,54754.7,8691.0,308.8,1759100.0,0.036,0.44,0.034,0.3,0.070742,0.145311,0.058824,16576187.66,9738999.04,56.0,0.0,1.0,48.0,40.0,22.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,4.65,10.64,51.1,0,15,31,10,1,0,0
2024-04,2024,official_annual_disaggregated,133582.0,128207.5,5374.5,1029.4,4117.6,58776.1,5075.9,308.8,1759100.0,0.036,0.44,0.034,0.3,0.075938,0.084869,0.058824,20375897.11,8085867.26,58.0,0.0,1.0,34.0,22.0,20.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,13.8,20.5,40.1,0,9,30,8,1,0,1
